Epoch,Loss Function,Train Loss,Test Loss,Test Accuracy
1,CrossEntropyLoss,0.5609342277050018,0.6932032108306885,0.5
2,CrossEntropyLoss,0.3385870736837387,0.6942456096410752,0.5
3,CrossEntropyLoss,0.2977932244539261,0.6975038021802902,0.5
4,CrossEntropyLoss,0.195483832731843,0.6992620259523392,0.5
1,NLLLoss,0.6331708312034607,0.6931875646114349,0.5
2,NLLLoss,0.43261605501174927,0.6938317716121674,0.5
3,NLLLoss,0.2374485304951668,0.6962420046329498,0.5
4,NLLLoss,0.45613925851881504,0.6969032883644104,0.5
